,title,revenue
23158,The Quiet Ones,17834867.0
23159,Draft Day,28831145.0
23163,We Are the Best!,180590.0
23170,The Raid 2,2627209.0
23187,The Amazing Spider-Man 2,705717432.0
23200,Oculus,44030246.0
23205,God's Not Dead,29789000.0
23208,Cold in July,427418.0
23212,American Cyborg: Steel Warrior,447784.0
23216,Beauty and the Beast,49100000.0
23224,Rio 2,500188435.0
23233,Fading Gigolo,2681345.0
23234,Transcendence,103039258.0
23239,Heaven is for Real,101332962.0
23245,The Other Woman,196781193.0
23253,Le Week-End,2225098.0
23263,Brick Mansions,68896829.0
23276,Locke,4635300.0
23289,Pompeii,117831631.0
23309,Neighbors,268157400.0
23324,Tentacles,3000000.0
23330,Belle,16505460.0
23331,The Immigrant,5867686.0
23333,A Wednesday!,3500000.0
23337,The Wild Life,9500000.0
23349,Moms' Night Out,10429707.0
23358,Lucy,126546825.0
23359,X-Men: Days of Future Past,747862775.0
23360,Godzilla,529076069.0
23364,Walk of Shame,59209.0
23367,Blue Ruin,258384.0
23377,Legends of Oz: Dorothy's Return,18662027.0
23379,Chef,45967935.0
23405,Afflicted,121179.0
23421,Blended,123494610.0
23422,Begin Again,63464861.0
23436,The One and Only,16928137.0
23437,Maleficent,758539785.0
23438,The Two Faces of January,4507463.0
23439,Zombeavers,14947.0
23464,I Like Killing Flies,14000.0
23465,Edge of Tomorrow,370541256.0
23471,Tracks,4878242.0
23472,Mission: Impossible - Rogue Nation,682330139.0
23477,Million Dollar Arm,38307627.0
23485,Jimi: All Is by My Side,340911.0
23506,Luv,1000000.0
23512,The Fault in Our Stars,307166834.0
23513,The Grand Seduction,3430018.0
23516,Black Nativity,7018189.0
23520,Minuscule: Valley of the Lost Ants,30000000.0
23521,Jayne Mansfield's Car,14836.0
23534,Camille Claudel 1915,115860.0
23536,A Letter to Momo,6748712.0
23537,Maps to the Stars,1338365.0
23547,Mindscape,1200000.0
23552,Bikini Spring Break,500000.0
23553,22 Jump Street,188441614.0
23554,Human Capital,5809330.0
23555,The Equalizer,192330738.0
23557,How to Train Your Dragon 2,609123048.0
23561,Birdman,103215094.0
23572,17 Girls,201607.0
23594,Boyhood,44349000.0
23599,Think Like a Man Too,70181428.0
23602,Jersey Boys,67347013.0
23608,The Internet's Own Boy: The Story of Aaron Swartz,48911.0
23617,Transformers: Age of Extinction,1091405097.0
23625,Finding Vivian Maier,1503616.0
23631,Frank,645186.0
23645,Planes: Fire & Rescue,151165787.0
23654,Mrs. Brown's Boys D'Movie,23000000.0
23659,Tammy,100525432.0
23665,The Babadook,6676471.0
23672,White God,282358.0
23673,Whiplash,13092000.0
23675,Gone Girl,369330363.0
23692,Dawn of the Planet of the Apes,710644566.0
23701,No One Lives,74918.0
23724,And So It Goes,25312387.0
23737,Sex Tape,126069509.0
23743,I Origins,336472.0
23748,The Purge: Anarchy,108782847.0
23752,Words and Pictures,3346257.0
23753,Guardians of the Galaxy,773328629.0
23758,The Signal,600896.0
23764,Jimmy's Hall,2606000.0
23767,The Expendables 3,206172544.0
23769,Goliyon Ki Raasleela Ram-Leela,32000000.0
23772,Hercules,243400000.0
23780,A Most Wanted Man,31554855.0
23783,Wish I Was Here,5483299.0
23817,Call of the Wild,270210.0
23822,Earth to Echo,45300000.0
23830,Step Up All In,86165646.0
23845,Life After Beth,88273.0
23850,The Rover,2295423.0
23854,Get on Up,31911598.0
23861,Magic in the Moonlight,51029361.0
23877,The Hundred-Foot Journey,88880821.0
23878,Batman: Assault on Arkham,4571025.0
23896,Jupiter Ascending,183987723.0
23897,Teenage Mutant Ninja Turtles,477200000.0
23902,Rob the Mob,206909.0
23906,The Giver,66980456.0
23908,The Pretty One,13769.0
23918,Let's Be Cops,136621271.0
23957,Sin City: A Dame to Kill For,39407616.0
23962,If I Stay,78874843.0
23989,"Two Days, One Night",6860853.0
24000,Coherence,102617.0
24010,The Pyramid,13865435.0
24013,Life of Crime,265452.0
24015,"As Above, So Below",40100000.0
24038,The Guest,2367161.0
24075,Before I Go to Sleep,15447154.0
24078,Atlas Shrugged Part III: Who is John Galt?,846704.0
24081,Pride,7523634.0
24082,Into the Storm,160602194.0
24085,Third Person,1749201.0
24087,God's Pocket,169976.0
24089,The Drop,19054534.0
24096,The Skeleton Twins,5284309.0
24107,Beautiful Losers,56386.0
24119,American Dreams in China,88000000.0
24121,The Maze Runner,348319861.0
24122,No Good Deed,53830415.0
24123,Camp X-Ray,59744.0
24130,Target,73000.0
24139,The Riot Club,2146041.0
24140,A Walk Among the Tombstones,53181600.0
24142,My Old Lady,7527232.0
24148,Laggies,1066981.0
24158,What We Did on Our Holiday,1289998.0
24164,Force Majeure,1359497.0
24176,CBGB,40400.0
24179,The Homesman,3442853.0
24191,The November Man,32556119.0
24194,Cold Turkey,11000000.0
24195,White Bird in a Blizzard,33821.0
24208,The Boxtrolls,108255770.0
24209,The Tale of the Princess Kaguya,24186232.0
24226,This Is Where I Leave You,41296320.0
24236,The Look of Silence,332710.0
24241,American Sniper,542307423.0
24243,Tusk,1826705.0
24246,Hector and the Search for Happiness,1124445.0
24258,Annabelle,255273813.0
24270,Two Night Stand,18612.0
24278,Dracula Untold,215529201.0
24292,The Prince,266586800.0
24303,House III: The Horror Show,1738897.0
24311,The Captive,1075178.0
24315,Predestination,3000000.0
24337,The Swan Princess: Escape from Castle Mountain,273644.0
24343,What We Do in the Shadows,3333000.0
24350,The Best of Me,35926213.0
24351,John Wick,88761661.0
24357,The Judge,83719388.0
24358,The Disappearance of Eleanor Rigby: Them,985007.0
24359,Love Is Strange,2262223.0
24366,Fury,211817906.0
24368,The Salvation,42070000.0
24372,St. Vincent,54837234.0
24407,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149.0
24413,Left Behind,19682924.0
24430,The Rewrite,4453524.0
24438,Ouija,103590271.0
24445,Nightcrawler,38697217.0
24454,Felix The Cat: The Movie,1964253.0
24455,Big Hero 6,652105443.0
24459,Marshland,5169755.0
24464,The Book of Life,97437106.0
24465,"Love, Rosie",4439431.0
24466,Young Detective Dee: Rise of the Sea Dragon,72287783.0
24469,"Like Sunday, Like Rain",28208.0
24482,Ex Machina,36869414.0
24509,Mr. Turner,5405500.0
24560,The Stoker,183640.0
24564,Kung Fu Dunk,22896728.0
24579,Paradise: Love,24267.0
24605,Cohen and Tate,64227.0
24640,Foxcatcher,12096300.0
24645,Everybody Dies But Me,235432.0
24655,Wolf Creek 2,9630444.0
24666,Walking With Dinosaurs,126546518.0
24685,Cowgirls n' Angels,120680.0
24702,You're Not You,11486.0
24759,Remington and the Curse of the Zombadings,721651.0
24777,Stalingrad,68129518.0
24800,Do Not Disturb,5275000.0
24808,Dead Snow 2: Red vs. Dead,37473.0
24828,The Inhabited Island 2: Rebellion,5873871.0
24853,The Hanoi Hilton,760000.0
24855,Serena,176391.0
24860,The Imitation Game,233555708.0
24861,Inherent Vice,11110975.0
24862,Labyrinth of Lies,794452.0
24873,The Hunger Games: Mockingjay - Part 1,752100229.0
24897,Exodus: Gods and Kings,268031828.0
24902,Wild Tales,27007072.0
24937,Ski Patrol,8533973.0
24939,Dumb and Dumber To,169837010.0
24940,The Legend of Sarila,15000000.0
24955,Repentance,1189612.0
24964,One Chance,10900434.0
24982,The Theory of Everything,123726688.0
24986,"Moscow, Belgium",1500000.0
24991,Dolphin Tale 2,52424533.0
24996,When the Game Stands Tall,30127963.0
24997,Aashiqui 2,16000000.0
25014,Ragnarok,3721345.0
25021,20th Century Boys - Chapter 1: Beginning of the End,31244858.0
25041,When Marnie Was There,561085.0
25044,Song of the Sea,857522.0
25050,Beyond the Lights,14618727.0
25054,Paulette,29494.0
25055,In the Heart of the Sea,93820758.0
25062,The Care Bears Adventure in Wonderland,2608000.0
25084,Jurassic World,1513528810.0
25086,Citizenfour,3003169.0
25108,My Dear Desperado,4214668.0
25110,Horrible Bosses 2,107670357.0
25178,Lucia,170000.0
25184,Penguins of Madagascar,373552094.0
25189,Black or White,21571189.0
25192,'71,1625847.0
25194,The Water Diviner,15520023.0
25199,Still Alice,43884652.0
25202,Paddington,259207227.0
25206,Maze Runner: The Scorch Trials,311256926.0
25288,Clouds of Sils Maria,1851517.0
25317,The Protector 2,3302463.0
25322,Hard to Be a God,1310673.0
25330,Kill the Messenger,2450846.0
25333,A Gorgeous Girl Like Me,457163.0
25385,The Face of Love,350006.0
25390,The Hobbit: The Battle of the Five Armies,956019788.0
25392,Selma,66787908.0
25393,Unbroken,163442937.0
25394,Black Sea,1171559.0
25420,Fat Pizza,7888102.0
25456,Khumba,27187375.0
25457,A Girl Walks Home Alone at Night,395000.0
25465,Mommy,3494070.0
25466,A Most Violent Year,12007070.0
25467,Wild,52501541.0
25476,Top Five,25434291.0
25501,Big Eyes,28883511.0
25503,Into the Woods,212902372.0
25523,"Men, Women & Children",461162.0
25532,The Interview,12342632.0
25534,Kingsman: The Secret Service,414351546.0
25539,Night at the Museum: Secret of the Tomb,349424282.0
25546,Special ID,12666.0
25583,Madea's Big Happy Family,53213633.0
25596,Dangerously Close,2390525.0
25622,Seventh Son,114178613.0
25623,Gloss,4684165.0
25682,L'allenatore nel pallone 2,10743767.0
25719,Annie,133821816.0
25721,PK,120000000.0
25725,Final: The Rapture,92100.0
25732,Foodfight!,73706.0
25746,Get Crazy,1645711.0
25761,Drishyam,12000000.0
25771,Natural Selection,55282.0
25797,Chappie,104399548.0
25802,The Salt of the Earth,1059804.0
25803,"No Retreat, No Surrender 2: Raging Thunder",108154.0
25815,Gimme Shelter,1359910.0
25835,Taken 3,325771424.0
25836,Blackhat,17752940.0
25865,Terminator Genisys,440603537.0
25877,One Bright Shining Moment,15504.0
25878,The Woman in Black 2: Angel of Death,26501323.0
25882,Super Capers,30955.0
25937,"Pancho, el perro millonario",2483130.0
25950,Forbidden Kingdom,34592118.0
25977,Justin Bieber: Never Say Never,98441954.0
25989,Nurse 3-D,10000000.0
25998,Kevin Hart: Let Me Explain,32230907.0
25999,"Tad, the Lost Explorer",23000000.0
26005,Red Army,694600.0
26016,The Single Moms Club,16337881.0
26017,Nothing Left to Fear,1675381.0
26031,It Follows,14674076.0
26053,Highway to Hell,26055.0
26071,The Berlin File,48965210.0
26084,China Girl,1262091.0
26108,The Squeeze,2228951.0
26111,The Bride,3558669.0
26115,Tim,809000.0
26185,Skateland,14944.0
26270,Solomon and Sheba,12200000.0
26332,Ping Pong Summer,25781.0
26408,Peter and Vandy,11276.0
26411,The Comedians,5200000.0
26441,InSight,17011.0
26523,Kandahar,15172408.0
26551,Torrente 5: Operación Eurovegas,11672363.0
26553,Mad Max: Fury Road,378858340.0
26554,Insidious: Chapter 3,104303851.0
26555,Star Wars: The Force Awakens,2068223624.0
26556,Ben-Hur,94061311.0
26557,Warcraft,433677183.0
26558,Avengers: Age of Ultron,1405403694.0
26560,Pirates of the Caribbean: Dead Men Tell No Tales,794191988.0
26562,Ant-Man,519311965.0
26563,Fantastic Four,167977596.0
26564,Deadpool,783112979.0
26566,Guardians of the Galaxy Vol. 2,863416141.0
26567,Captain America: Civil War,1153304495.0
26568,Doctor Strange,677718395.0
26569,X-Men: Apocalypse,543934787.0
26571,El robobo de la jojoya,3370574.0
26573,Soccer Days,12212123.0
26580,Love at First Fight,23598.0
26609,Sankofa,2691899.0
26638,Russkies,2189047.0
26708,My Way,29193330.0
26741,Out of Bounds,5099316.0
26742,The Derby Stallion,4000000.0
26867,Cake,2360281.0
26978,The Snow Queen,12400000.0
26997,Hard Contract,1750000.0
27133,Midnight Crossing,1328001.0
27148,The Gambler,39171130.0
27200,The Dry Land,12000.0
27232,Riding Shotgun,1400000.0
27235,Pure Country 2: The Gift,133771.0
27351,Parrish,4200000.0
27368,The River Rat,1142944.0
27458,"Aquí llega Condemor, el pecador de la pradera",1705030.0
27459,El asombroso mundo de Borjamari y Pocholo,3367646.0
27461,FBI: Frikis buscan incordiar,928391.0
27477,Mortdecai,30418560.0
27478,Fifty Shades of Grey,571006128.0
27641,Big Sur,33621.0
27661,Strange Magic,13603453.0
27665,The DUFF,43528634.0
27671,The Remaining,1169603.0
27815,Project Almanac,32248241.0
27819,Brooklyn,62076141.0
27821,Don Verdean,31309.0
27822,The End of the Tour,3002884.0
27827,I'll See You in My Dreams,7449681.0
27829,Mississippi Grind,130541.0
27830,Mistress America,2500431.0
27832,A Walk in the Woods,35991087.0
27833,True Story,4719695.0
27835,Sleeping with Other People,3214116.0
27839,The Hunting Ground,411115.0
27854,99 Homes,1411927.0
27856,Aloft,53086.0
27857,Eden,65460.0
27858,Girlhood,60765.0
27861,The Bronze,615816.0
27862,The D Train,771317.0
27863,The Diary of a Teenage Girl,1477002.0
27864,Dope,17986781.0
27867,The Overnight,1100000.0
27869,Results,104507.0
27871,The Stanford Prison Experiment,643557.0
27874,Z for Zachariah,121461.0
27917,Miss Julie,5000000.0
27918,All Together,7211180.0
27924,The Loft,10076790.0
27925,[REC]⁴ Apocalypse,190000.0
27948,Lost River,45431.0
27961,Battletruck,3000000.0
27965,Italiano medio,4541800.0
27977,Party Girl,472370.0
28070,Beer for My Horses,666045.0
28131,The Hateful Eight,155760117.0
28171,Paper Towns,85512300.0
28175,The Wedding Ringer,79799880.0
28179,Naan Kadavul,7500000.0
28186,Sällskapsresan II - Snowroller,8646157.0
28207,The Boy Next Door,52425855.0
28213,Knight of Cups,566006.0
28214,45 Years,4250507.0
28221,Victoria,3191998.0
28232,Slam Dance,406881.0
28237,Timbuktu,1076075.0
28251,Standing Ovation,531826.0
28290,Crimson Peak,74679822.0
28348,Hot Tub Time Machine 2,12314651.0
28385,The Song,1009620.0
28427,Broken Bridges,251775.0
28443,Focus,153962963.0
28446,Merchants of Doubt,192400.0
28450,The SpongeBob Movie: Sponge Out of Water,311594032.0
28451,Demonic,3387000.0
28476,The Second Best Exotic Marigold Hotel,85978266.0
28526,Tracers,593683.0
28527,"McFarland, USA",45710059.0
28533,Wolf Totem,123205624.0
28542,The Lazarus Effect,64110728.0
28554,Unfinished Business,14431253.0
28566,Soulless,13218980.0
28573,Raanjhanaa,18000000.0
28624,Run All Night,71561644.0
28645,Stand by Me Doraemon,83061158.0
28664,Cinderella,543514353.0
28669,Kidnapping Mr. Heineken,2633527.0
28763,Poltergeist,95437994.0
28764,Pan,128388320.0
28765,While We're Young,7587485.0
28773,Suite Française,9104716.0
28780,Insurgent,295238201.0
28783,Big Game,7500000.0
28784,La vérité si je mens !,29456000.0
28795,Home,368871007.0
28811,Midnight Special,6212282.0
28812,The Gunman,13644292.0
28817,Escobar: Paradise Lost,3758328.0
28830,Furious 7,1506249360.0
28831,Unfriended,62882090.0
28861,Bolero,8914881.0
28862,Ghosts Can't Do It,25000.0
28871,The Fourth War,1305887.0
28884,Spring,49970.0
28915,Child 44,3324330.0
28940,Get Hard,111811453.0
28987,Erkan & Stefan 2,4508104.0
29009,Phoenix,3184472.0
29026,What Men Talk About,12005838.0
29040,Kung Fu Jungle,129115.0
29094,Marine Boy,3923970.0
29127,Tomboy,14100000.0
29140,Willy/Milly,235262.0
29157,Shaun the Sheep Movie,59700000.0
29158,Infinitely Polar Bear,1430655.0
29178,Last Knights,3643591.0
29208,Woman in Gold,61619773.0
29211,"Ryaba, My Chicken",4635143.0
29220,Samba,151530.0
29257,Space Dogs,6500000.0
29285,Under the Boardwalk,147542.0
29291,Tomorrowland,209154322.0
29297,Long Live Freedom,48125.0
29316,Good Kill,316472.0
29335,Buzzard,13684.0
29337,Paul Blart: Mall Cop 2,107597242.0
29345,Adult Beginners,108808.0
29348,Parts Per Billion,15000000.0
29414,The Eternal Zero,84500000.0
29421,The Admiral: Roaring Currents,112156811.0
29438,The Longest Ride,63013281.0
29443,Table For Five,2439705.0
29445,Beyond the Reach,45895.0
29453,Monkey Kingdom,16661077.0
29463,The Age of Adaline,65663276.0
29471,Danny Collins,10835752.0
29475,"Hey, Boo: Harper Lee & To Kill a Mockingbird",26488.0
29488,Grandma,7087452.0
29500,50 to 1,1064454.0
29509,A Royal Night Out,228136.0
29514,Barbecue,14348529.0
29525,Tinker Bell and the Pirate Fairy,20300000.0
29575,San Andreas,470490832.0
29576,Regression,17671101.0
29596,Testament of Youth,1822250.0
29625,Far from the Madding Crowd,30229977.0
29632,A Company Man,7339398.0
29684,Barbie in A Mermaid Tale,16441438.0
29686,Barbie in A Mermaid Tale 2,15489307.0
29689,Barbie in 'A Christmas Carol',4496912.0
29705,Hitman: Agent 47,81967450.0
29714,B/W,358590.0
29726,Jimmy P.,30283.0
29736,Ricki and the Flash,41325328.0
29787,Piku,22159216.0
29799,Pitch Perfect 2,287506194.0
29806,Mutant World,1500000.0
29836,Split Image,263635.0
29864,The Stone Roses: Made of Stone,729043.0
29865,Carol,40272135.0
29888,For Love or Money,5600000.0
29889,Strangerland,17472.0
29895,Persecuted,1558836.0
29916,The Lobster,15656193.0
29921,Maggie,187112.0
29926,Hot Pursuit,51680201.0
29928,Slow West,229094.0
29943,The Green Inferno,6833445.0
29956,Spooks: The Greater Good,1473809.0
30037,A Driver for Vera,2011837.0
30039,Plus one,927277.0
30051,The Martian,630161890.0
30066,Badlapur,11480000.0
30079,Youth,2000000.0
30085,Wake Up Sid,11000000.0
30090,Rangeela,14000000.0
30122,Sarkar,5900000.0
30134,Spy,235666219.0
30146,Trainwreck,140795793.0
30173,From a Whisper to a Scream,1400000.0
30185,Aloha,26250020.0
30194,Tutto tutto niente niente,8927600.0
30201,She's Funny That Way,111996.0
30210,Song One,32251.0
30280,Dragon Blade,121545703.0
30282,Mere Brother Ki Dulhan,18050000.0
30284,Entourage,49263404.0
30314,5 Flights Up,1020921.0
30315,Inside Out,857611174.0
30318,The Wolfpack,1301696.0
30322,Tanu Weds Manu,252000.0
30328,Love & Mercy,28641776.0
30337,The Better Angels,70918.0
30347,Police Story 2013,81170000.0
30354,Without You I'm Nothing,1218730.0
30384,Circo,67821.0
30391,Big Time,148426.0
30396,The Hunger Games: Mockingjay - Part 2,653428261.0
30397,Max,43967255.0
30398,Pixels,243637091.0
30400,Allegiant,179246868.0
30401,Fantastic Beasts and Where to Find Them,809342332.0
30429,Madras Cafe,6500000.0
30468,Mr. Holmes,29355203.0
30499,The Secret Life of Pets,875457937.0
30518,White Tiger,7200000.0
30525,Gabbar Is Back,41000000.0
30527,Little Boy,6485961.0
30534,Self/less,30523226.0
30540,Criminal,14708696.0
30541,The Last Witch Hunter,146936910.0
30542,Krampus,61548707.0
30543,Suicide Squad,745600054.0
30551,Bluffmaster!,7133082.0
30556,Independence Day: Resurgence,389681935.0
30557,Star Trek Beyond,343471816.0
30565,Pizza,2800000.0
30570,Encounters of the Spooky Kind,731753.0
30573,Rockstar,19660000.0
30587,This is Sodom,5850000.0
30622,Jackson County Jail,2300000.0
30641,Kaminey,18130000.0
30642,Company,6000000.0
30643,Vishwaroopam,51000000.0
30659,Shootout at Lokhandwala,12000000.0
30660,Josh,15000000.0
30672,Dhoom 3,91000000.0
30675,Dhoom 2,46396427.0
30690,Ted 2,217022588.0
30699,Absolutely Anything,7200039.0
30700,Minions,1156730962.0
30703,Rough Cut,16656125.0
30741,Next Avengers: Heroes of Tomorrow,3800000.0
30759,The Good Dinosaur,331926147.0
30760,Black Mass,98837872.0
30761,Spectre,880674609.0
30932,Mickey's Christmas Carol,21000000.0
30940,Bulletproof,807947.0
30942,Steve Jobs,34441873.0
30943,Macbeth,12601706.0
30958,Vacation,104384188.0
30968,Pokémon the Movie: Genesect and the Legend Awakened,50000000.0
30969,Pokémon: Arceus and the Jewel of Life,50673078.0
30970,Pokémon: The Rise of Darkrai,42238454.0
30986,Manglehorn,143101.0
30999,After the Ball,161820.0
31068,Shabd,3100000.0
31072,Batman v Superman: Dawn of Justice,873260194.0
31103,Gemma Bovery,154701.0
31126,Jinn,149337.0
31166,Naruto Shippuden the Movie: Road to Ninja,17322136.0
31237,Antarctic Journal,6500000.0
31238,Love and the City,9112193.0
31244,Amy,8413144.0
31291,El truco del manco,404075.0
31322,Magic Mike XXL,122513057.0
31390,The Jungle Book,966550600.0
31392,Dragon Ball Z: Resurrection 'F',61768190.0
31407,Bombay Velvet,1500000.0
31444,The Man from U.N.C.L.E.,108145109.0
31476,Treehouse,3250000.0
31484,The Walk,61181942.0
31485,13 Hours: The Secret Soldiers of Benghazi,69411370.0
31487,French Women,12058187.0
31510,Welcome to the North,35000000.0
31518,The Worst Christmas of My Life,10703234.0
31526,La peggior settimana della mia vita,12935800.0
31540,A Quiet Life,1700000.0
31557,Welcome Mr. President!,9500000.0
31565,The Devil's Violinist,11294.0
31566,The Future,13983.0
31592,A Whole Life Ahead,4250000.0
31612,The Opposite Sex,45000.0
31628,The Gallows,42664410.0
31748,My Golden Days,269144.0
31751,Dark Places,208588.0
31765,Boulevard,126150.0
31783,Mustang,250000.0
31785,Microbe and Gasoline,63802.0
31790,Soodhu Kavvum,12000000.0
31796,Bajrangi Bhaijaan,98000000.0
31865,The Revenant,532950503.0
31876,Irrational Man,27391084.0
31893,Going by the Book,14961069.0
31924,Baahubali: The Beginning,100000000.0
31936,Learning to Drive,3447633.0
31953,Southpaw,91709827.0
31954,Sicario,84025816.0
31959,Goodnight Mommy,1178196.0
31986,Before We Go,37151.0
32032,Anomalisa,5659286.0
32033,Colonia,3621046.0
32067,Generation 1000 Euros,1296000.0
32100,The Vatican Tapes,1784763.0
32115,Our Little Sister,346485.0
32116,Yakuza Apocalypse,12756.0
32117,The Intern,194564672.0
32139,Love,249083.0
32144,Room,35401758.0
32174,The Gift,58978653.0
32182,The Witch,40423945.0
32190,3 Generations,443962.0
32196,Zaytoun,42330.0
32304,The Visit,98450062.0
32305,Secret in Their Eyes,34854990.0
32307,Sinister 2,52882018.0
32370,American Ultra,27139524.0
32371,No Escape,54418872.0
32372,Straight Outta Compton,201634991.0
32377,Cop Car,134552.0
32380,Lassiter,17500000.0
32410,Always - Sunset on Third Street,33053559.0
32419,Tangerine,702354.0
32430,13 Minutes,147315.0
32442,Match,37285.0
32448,Fashion Victims,1101480.0
32459,Joy,101134059.0
32466,Iron & Blood: The Legend of Taras Bulba,16815892.0
32476,Supersonic Man,519204.0
32486,Victor Frankenstein,34227298.0
32488,Sholem Aleichem: Laughing In The Darkness,845188.0
32536,The Angrez,300000.0
32544,Captive,24591.0
32548,OPA!,6000000.0
32616,Equals,2084628.0
32619,Scouts Guide to the Zombie Apocalypse,14860766.0
32626,Suffragette,16002420.0
32631,Sweet Bean,124518.0
32639,Hate Crime,40758.0
32676,Veteran,1200627.0
32684,¿Quién mató a Bambi?,850259.0
32707,Papanasam,14000000.0
32712,We Are Your Friends,11122090.0
32721,War Room,67790117.0
32730,Legend,42972994.0
32757,The Danish Girl,64191523.0
32769,Cooties,581011.0
32792,Steve Jobs: The Man in the Machine,494506.0
32801,Green Room,3220371.0
32811,Beasts of No Nation,9077700.0
32827,The Lady in the Van,41387687.0
32828,He Named Me Malala,2642899.0
32834,Pokémon the Movie: Kyurem vs. the Sword of Justice,44057737.0
32837,Meru,2334228.0
32870,Zid,1268395.0
32871,The Transporter Refueled,72629670.0
32886,La Vérité si je Mens ! 3,40924982.0
32887,Would I Lie to You? 2,42700000.0
32891,Knock Knock,6341684.0
32895,The Nightmare,28281.0
32908,Man Down,454516.0
32913,Dreaming of Space,696681.0
32934,Silenced,31500000.0
32946,The Beauty Inside,108083.0
32951,Demolition,1978592.0
32958,Frau Müller muss weg!,9127383.0
33000,Our Brand Is Crisis,7002261.0
33004,Agneepath,49028000.0
33005,Cocktail,18800000.0
33006,The Assassin,632542.0
33010,High-Rise,346472.0
33011,The Night Before,52395996.0
33013,Time Out of Mind,166775.0
33022,Everest,203427584.0
33023,Puella Magi Madoka Magica the Movie Part III: Rebellion,12947880.0
33038,Monster Hunt,385284817.0
33041,Spotlight,88346473.0
33043,Son of Saul,1777043.0
33049,Pawn Sacrifice,5578519.0
33050,Hardcore Henry,14333790.0
33063,Burnt,36606743.0
33091,Fuck You Goethe 2,83027924.0
33092,Pay the Ghost,2160298.0
33115,Lootera,4300000.0
33141,The Program,3286448.0
33148,Witchboard 2: The Devil's Doorway,168180.0
33163,Bangalore Days,1300000.0
33164,Ohm Shanthi Oshaana,1500000.0
33167,Alaipayuthey,6000000.0
33173,Vaaranam Aayiram,14000000.0
33244,The Club,52761.0
33246,Hotel Transylvania 2,473226958.0
33292,Godfather,700000.0
33293,Varalaru,500000.0
33321,Freeheld,573335.0
33322,By the Sea,3727746.0
33324,The Little Prince,97571250.0
33333,Dheepan,248392.0
33355,Beyond the Mask,1236094.0
33356,Wonder Woman,820580447.0
33361,The Circle,20497844.0
33362,Silence,23737523.0
33363,The Clan,20381995.0
33365,Glen Campbell: I'll Be Me,365522.0
33369,Bridge of Spies,165478348.0
33388,Moscow Heat,1100000.0
33392,Mune: Guardian of the Moon,15730665.0
33394,A Bigger Splash,1982505.0
33398,El pico 2,930349.0
33404,Where Hope Grows,1156000.0
33474,The Invitation,231737.0
33494,Cruel World,16344.0
33533,"Hail, Caesar!",63647656.0
33565,Look Who's Back,25513752.0
33613,Peace Officer,26632.0
33615,Difret,49667.0
33623,The Blackcoat's Daughter,19980.0
33638,Standing Tall,26144.0
33743,Clockstoppers,38793283.0
33749,The Bullet Vanishes,117629.0
33804,Open City,11095236.0
33826,Confessions of a Dangerous Mind,33013805.0
33833,Goosebumps,158162788.0
33848,The Measure of a Man,106498.0
33860,Rita's Last Fairy Tale,486937.0
33877,The Perfect Guy,60273173.0
33878,Rock the Kasbah,3020664.0
33882,Night Game,337812.0
33884,Freaks of Nature,70958.0
33886,The Treasure,33508.0
33896,Momentum,133332.0
33904,Aferim!,105097.0
33915,The Blue Veil,3550000.0
33935,Hide Away,30655.0
33953,Alive,3214998.0
33959,Paranormal Activity: The Ghost Dimension,78096553.0
33975,Jem and the Holograms,2333684.0
33976,The 33,24902723.0
33996,Revelation,10000000.0
34026,The Dressmaker,18340000.0
34070,Strictly Business,7683267.0
34099,Trumbo,8235661.0
34110,Exterminators of the Year 3000,606694.0
34128,Marguerite,497323.0
34176,American Warships,1000000.0
34182,Wolf Warrior,80000000.0
34196,Concussion,50363790.0
34215,The Peanuts Movie,246233113.0
34242,Antikiller,340312.0
34281,Shikshanachya Aaicha Gho,520000.0
34361,Dil To Pagal Hai,11000000.0
34385,The Boy and the Beast,490643.0
34425,Fiza,623791.0
34502,Creed,173567581.0
34516,Solace,22586863.0
34536,Lost in the Sun,25000.0
34563,Louder Than Bombs,161789.0
34571,Heist,4100000.0
34626,Love the Coopers,42426912.0
34627,Prem Ratan Dhan Payo,67000000.0
34719,Faster than Rabbits,5279982.0
34728,What Men Still Talk About,17808683.0
34791,A Perfect Day,1702433.0
34889,Point Break,133718711.0
34895,Recep İvedik,5330000.0
34898,Recep İvedik 4,149521495.0
34924,Katyar Kaljat Ghusali,4400000.0
34947,Mary Kom,15536328.0
34956,Premam,11000000.0
34978,The 5th Wave,109906372.0
34983,"Cry, Onion!",39598448.0
35007,Truman,9027600.0
35014,House Calls,28460702.0
35025,The Last Breath,559298.0
35030,The Wave,12975143.0
35083,Monkey King: Hero Is Back,150000000.0
35085,Truth,2541554.0
35100,Valentino,1550000.0
35110,The Big Short,133346506.0
35124,Loham,2250547.0
35157,Tumbledown,135026.0
35192,The Legend of Bhagat Singh,6000000.0
35207,Ghost in the Shell: The New Movie,101203.0
35210,Locust,467363.0
35213,Extraction,16775.0
35216,Nunca en horas de clase,495861.0
35220,Zoolander 2,55969000.0
35249,How to Be Single,112343513.0
35281,The Perfect Weapon,14061361.0
35328,Fifty Shades of Black,21164799.0
35353,Nocturnal Animals,29252978.0
35362,Daddy's Home,242786137.0
35363,Sisters,105011053.0
35387,Kung Fu Panda 3,521170825.0
35410,Ghost,9833553.0
35431,Code Name: Jackal,1261947.0
